chromosome	start	end	depth
1	865715	865717	58
1	866418	866419	46
1	866419	866420	45
1	866420	866424	47
1	866424	866425	46
1	866425	866428	45
1	866428	866429	48
1	866429	866430	50
1	866430	866431	51
1	866431	866432	50
1	866432	866435	51
1	866435	866437	52
1	866437	866438	53
1	866438	866439	55
1	866439	866441	56
1	866441	866442	55
1	866442	866444	57
1	866444	866445	56
1	866445	866447	57
1	866447	866449	56
1	866449	866450	55
1	866450	866453	56
1	866453	866455	54
1	866455	866456	55
1	866456	866458	54
1	866458	866459	55
1	866459	866460	56
1	866460	866462	57
1	866462	866463	59
1	866463	866465	58
1	866465	866466	57
1	866466	866467	56
1	866467	866469	57
1	866469	866471	58
1	871151	871153	49
1	871153	871158	51
1	871158	871159	52
1	871159	871160	51
1	871160	871161	55
1	871161	871163	56
1	871163	871164	55
1	871164	871166	53
1	871166	871172	52
1	871172	871174	51
1	871151	871153	49
1	871153	871158	51
1	871158	871159	52
1	871159	871160	51
1	871160	871161	55
1	871161	871163	56
1	871163	871164	55
1	871164	871166	53
1	871166	871172	52
1	871172	871174	51
1	871174	871178	52
1	871178	871179	54
1	871179	871180	53
1	871180	871181	55
1	871181	871183	56
1	871183	871185	55
1	871185	871186	57
1	871186	871187	56
1	871187	871188	55
1	871188	871192	54
1	871192	871196	56
1	871196	871197	57
1	871197	871198	59
1	871198	871205	60
1	871205	871206	59
1	871206	871207	58
1	871207	871209	59
1	871209	871210	58
1	871210	871212	57
1	871212	871213	56
1	871213	871214	57
1	871214	871216	56
1	871216	871217	55
1	871217	871218	53
1	871218	871219	52
1	871219	871222	53
1	871222	871224	54
1	871224	871225	56
1	871225	871226	57
1	871226	871227	55
1	871227	871228	56
1	871228	871230	55
1	871230	871233	56
1	871233	871235	55
1	871235	871237	53
1	871237	871240	54
1	871240	871243	55
1	871243	871245	56
1	871245	871249	55
1	871249	871253	53
1	871253	871255	50
1	871255	871256	49
1	871256	871260	48
1	871260	871262	47
1	871262	871263	46
1	871263	871264	45
1	871264	871265	46
1	871265	871266	44
1	871266	871267	42
1	871267	871268	40
1	871268	871269	39
1	871269	871270	38
1	871270	871271	37
1	871271	871272	35
1	871272	871276	33
1	871276	871277	31
1	874419	874421	56
1	874421	874422	55
1	874422	874423	56
1	874423	874428	57
1	874428	874431	58
1	874431	874432	59
1	874432	874433	58
1	874433	874435	57
1	874435	874436	58
1	874436	874437	59
1	874437	874440	60
1	874440	874444	61
1	874444	874445	62
1	874445	874446	60
1	874446	874449	62
1	874449	874452	61
1	874452	874453	62
1	874453	874454	63
1	874454	874455	62
1	874455	874456	61
1	874456	874457	60
1	874457	874458	61
1	874458	874459	60
1	874459	874460	61
1	874460	874461	62
1	874461	874462	63
1	874462	874463	64
1	874463	874464	63
1	874464	874465	60
1	874465	874467	62
1	874467	874468	63
1	874468	874471	64
1	874471	874472	65
1	874472	874474	70
1	874474	874476	68
1	874476	874477	67
1	874477	874479	66
1	874479	874481	67
1	874481	874485	66
1	874485	874487	65
1	874487	874488	66
1	874488	874489	65
1	874489	874490	66
1	874490	874491	63
1	874491	874492	61
1	874492	874493	60
1	874493	874497	61
1	874497	874499	60
1	874499	874501	59
1	874501	874503	61
1	874503	874506	60
1	874506	874509	58
1	874509	874510	59
1	874654	874657	21
1	874657	874658	22
1	874658	874660	21
1	874660	874664	22
1	874664	874665	23
1	874665	874667	22
1	874667	874668	21
1	874668	874670	22
1	874670	874671	21
1	874671	874672	23
1	874654	874657	21
1	874657	874658	22
1	874658	874660	21
1	874660	874664	22
1	874664	874665	23
1	874665	874667	22
1	874667	874668	21
1	874668	874670	22
1	874670	874671	21
1	874671	874672	23
1	874672	874674	24
1	874674	874678	25
1	874678	874687	26
1	874687	874690	27
1	874690	874691	26
1	874691	874694	25
1	874694	874695	26
1	874695	874697	25
1	874697	874698	24
1	874698	874700	25
1	874700	874713	26
1	874713	874723	27
1	874723	874725	26
1	874725	874731	25
1	874731	874735	23
1	874735	874736	22
1	874736	874737	23
1	874737	874741	21
1	874741	874743	22
1	874743	874744	21
1	874744	874746	22
1	874746	874747	21
1	874747	874748	20
1	874748	874749	21
1	874749	874754	20
1	874754	874769	19
1	874769	874775	18
1	874775	874778	17
1	874778	874782	18
1	874782	874783	19
1	874783	874786	17
1	874786	874787	16
1	874787	874791	15
1	874791	874798	14
1	874654	874657	21
1	874657	874658	22
1	874658	874660	21
1	874660	874664	22
1	874664	874665	23
1	874665	874667	22
1	874667	874668	21
1	874668	874670	22
1	874670	874671	21
1	874671	874672	23
1	874672	874674	24
1	874674	874678	25
1	874678	874687	26
1	874687	874690	27
1	874690	874691	26
1	874691	874694	25
1	874694	874695	26
1	874695	874697	25
1	874697	874698	24
1	874698	874700	25
1	874700	874713	26
1	874713	874723	27
1	874723	874725	26
1	874725	874731	25
1	874731	874735	23
1	874735	874736	22
1	874736	874737	23
1	874737	874741	21
1	874741	874743	22
1	874743	874744	21
1	874744	874746	22
1	874746	874747	21
1	874747	874748	20
1	874748	874749	21
1	874749	874754	20
1	874754	874769	19
1	874769	874775	18
1	874775	874778	17
1	874778	874782	18
1	874782	874783	19
1	874783	874786	17
1	874786	874787	16
1	874787	874791	15
1	874791	874798	14
1	874798	874799	13
1	874799	874807	12
1	874807	874808	10
1	874808	874811	9
1	874811	874816	8
1	874816	874819	7
1	874819	874823	5
1	874823	874838	4
1	874838	874846	3
1	874978	876391	0
1	876523	876524	22
1	876524	876526	23
1	876526	876527	24
1	876527	876528	25
1	876528	876531	26
1	876531	876532	27
1	876532	876533	28
1	876533	876536	29
1	876536	876539	30
1	876539	876547	31
1	876547	876548	30
1	876548	876550	31
1	876550	876551	32
1	876551	876554	33
1	876554	876556	34
1	876556	876558	35
1	876558	876563	36
1	876563	876564	37
1	876564	876574	38
1	876574	876580	36
1	876580	876582	35
1	876582	876584	34
1	876584	876588	33
1	876588	876590	34
1	876590	876591	33
1	876591	876592	34
1	876592	876596	33
1	876596	876598	31
1	876598	876599	30
1	876599	876600	29
1	876600	876601	30
1	876601	876603	29
1	876603	876604	28
1	876604	876606	27
1	876606	876607	26
1	876607	876608	24
1	876608	876612	23
1	876612	876614	22
1	876614	876616	21
1	876616	876619	20
1	876619	876621	21
1	876621	876625	22
1	876625	876626	21
1	876626	876628	22
1	876628	876633	23
1	876633	876638	22
1	876638	876639	21
1	876639	876642	20
1	876642	876652	22
1	876652	876654	21
1	876654	876655	20
1	876655	876658	19
1	876658	876663	20
1	876663	876666	19
1	876666	876668	18
1	876668	876669	19
1	876669	876671	18
1	876671	876674	17
1	876674	876675	16
1	876675	876686	15
1	876686	876688	14
1	877506	877516	13
1	877516	877519	14
1	877519	877520	15
1	877520	877530	16
1	877530	877538	17
1	877538	877543	19
1	877543	877546	18
1	877546	877548	19
1	877548	877557	18
1	877506	877516	13
1	877516	877519	14
1	877519	877520	15
1	877520	877530	16
1	877530	877538	17
1	877538	877543	19
1	877543	877546	18
1	877546	877548	19
1	877548	877557	18
1	877557	877560	19
1	877560	877567	18
1	877567	877568	17
1	877568	877570	15
1	877570	877577	16
1	877577	877578	15
1	877578	877595	14
1	877595	877596	13
1	877596	877602	12
1	877602	877605	13
1	877605	877609	12
1	877609	877613	11
1	877613	877614	10
1	877614	877615	9
1	877615	877632	10
1	877782	877790	15
1	877790	877794	16
1	877794	877801	17
1	877801	877803	15
1	877803	877809	14
1	877809	877810	13
1	877810	877811	11
1	877811	877813	12
1	877813	877819	11
1	877819	877828	12
1	877828	877829	13
1	877829	877839	14
1	877839	877843	13
1	877843	877847	12
1	877847	877850	11
1	877850	877851	10
1	877851	877852	11
1	877852	877869	10
1	877929	877959	4
1	877959	877964	5
1	877964	877969	4
1	877969	877984	3
1	877984	878003	2
1	878003	878020	1
1	878020	878034	2
1	878034	878045	1
1	878045	878061	2
1	878061	878065	3
1	878065	878093	4
1	878093	878107	5
1	878107	878108	6
1	878108	878111	7
1	878111	878118	8
1	878118	878120	9
1	878120	878128	10
1	878128	878136	11
1	878136	878140	10
1	878140	878144	11
1	878144	878145	12
1	878145	878150	13
1	878150	878159	14
1	878159	878162	15
1	878162	878175	16
1	878175	878176	17
1	878176	878183	18
1	878183	878185	17
1	878185	878188	19
1	878188	878193	20
1	878193	878195	19
1	878195	878200	17
1	878200	878203	19
1	878203	878206	18
1	878206	878215	19
1	878215	878216	18
1	878216	878219	19
1	878219	878225	20
1	878225	878226	21
1	878226	878228	24
1	878228	878237	25
1	878237	878238	24
1	878238	878241	25
1	878241	878242	24
1	878242	878246	25
1	878246	878250	26
1	878250	878257	25
1	878257	878259	24
1	878259	878260	25
1	878260	878261	24
1	878261	878263	26
1	878263	878267	25
1	878267	878268	26
1	878268	878269	27
1	878269	878275	26
1	878275	878279	24
1	878279	878281	23
1	878281	878287	22
1	878287	878291	23
1	878291	878295	21
1	878295	878298	20
1	878298	878300	21
1	878300	878301	19
1	878301	878310	17
1	878310	878313	18
1	878313	878321	17
1	878321	878336	16
1	878336	878343	15
1	878343	878362	14
1	878362	878366	13
1	878366	878367	12
1	878367	878368	11
1	878368	878369	10
1	878369	878370	9
1	878370	878371	8
1	878371	878373	7
1	878373	878378	5
1	878378	878385	4
1	878385	878396	3
1	878396	878409	2
1	878409	878411	1
1	878411	878450	0
1	878630	878634	46
1	878634	878636	47
1	878636	878638	48
1	878638	878639	49
1	878639	878641	51
1	878641	878643	53
1	878643	878645	54
1	878645	878651	55
1	878651	878653	56
1	878653	878657	57
1	878657	878658	58
1	878658	878660	59
1	878660	878663	58
1	878663	878666	57
1	878666	878668	55
1	878668	878671	56
1	878671	878672	58
1	878672	878673	57
1	878673	878674	54
1	878674	878675	52
1	878675	878676	53
1	878676	878677	54
1	878677	878679	53
1	878679	878680	51
1	878680	878686	50
1	878686	878689	51
1	878689	878690	52
1	878690	878691	53
1	878691	878692	52
1	878692	878693	51
1	878693	878694	50
1	878694	878695	49
1	878695	878699	48
1	878699	878701	47
1	878701	878702	46
1	878702	878704	45
1	878704	878708	46
1	878708	878709	47
1	878709	878710	46
1	878710	878713	47
1	878713	878714	45
1	878714	878716	43
1	878716	878717	41
1	878717	878719	40
1	878719	878720	39
1	878720	878721	37
1	878721	878728	36
1	878728	878729	37
1	878729	878730	36
1	878730	878732	37
1	878732	878733	35
1	878733	878735	34
1	878735	878737	35
1	878737	878738	34
1	878738	878742	33
1	878742	878746	32
1	878746	878747	30
1	878747	878748	29
1	878748	878749	28
1	878749	878750	26
1	878750	878751	25
1	878751	878754	24
1	878754	878757	23
1	878757	878759	22
1	879076	879078	16
1	879078	879079	17
1	879079	879080	18
1	879080	879082	16
1	879082	879083	18
1	879083	879084	20
1	879084	879085	21
1	879085	879086	22
1	879086	879088	23
1	879088	879089	24
1	879089	879090	25
1	879090	879091	24
1	879091	879093	23
1	879093	879098	24
1	879098	879099	25
1	879099	879100	27
1	879100	879101	28
1	879101	879102	30
1	879102	879103	31
1	879103	879105	32
1	879105	879107	33
1	879107	879114	34
1	879114	879116	35
1	879116	879118	36
1	879118	879121	37
1	879121	879123	40
1	879123	879124	41
1	879124	879125	42
1	879125	879126	43
1	879126	879132	45
1	879132	879137	47
1	879137	879143	46
1	879143	879146	45
1	879146	879148	46
1	879148	879150	45
1	879150	879153	44
1	879153	879156	45
1	879156	879158	44
1	879158	879160	42
1	879160	879168	41
1	879168	879173	40
1	879173	879174	39
1	879174	879175	38
1	879175	879176	37
1	879176	879177	35
1	879177	879180	34
1	879180	879182	33
1	879182	879184	31
1	879184	879187	32
1	879187	879191	31
1	879076	879078	16
1	879078	879079	17
1	879079	879080	18
1	879080	879082	16
1	879082	879083	18
1	879083	879084	20
1	879084	879085	21
1	879085	879086	22
1	879086	879088	23
1	879088	879089	24
1	879089	879090	25
1	879090	879091	24
1	879091	879093	23
1	879093	879098	24
1	879098	879099	25
1	879099	879100	27
1	879100	879101	28
1	879101	879102	30
1	879102	879103	31
1	879103	879105	32
1	879105	879107	33
1	879107	879114	34
1	879114	879116	35
1	879116	879118	36
1	879118	879121	37
1	879121	879123	40
1	879123	879124	41
1	879124	879125	42
1	879125	879126	43
1	879126	879132	45
1	879132	879137	47
1	879137	879143	46
1	879143	879146	45
1	879146	879148	46
1	879148	879150	45
1	879150	879153	44
1	879153	879156	45
1	879156	879158	44
1	879158	879160	42
1	879160	879168	41
1	879168	879173	40
1	879173	879174	39
1	879174	879175	38
1	879175	879176	37
1	879176	879177	35
1	879177	879180	34
1	879180	879182	33
1	879182	879184	31
1	879184	879187	32
1	879187	879191	31
1	879191	879193	30
1	879193	879194	29
1	879194	879196	28
1	879196	879198	25
1	879198	879200	24
1	879200	879204	22
1	879204	879206	23
1	879206	879207	22
1	879207	879209	21
1	879209	879214	22
1	879214	879215	21
1	879215	879218	22
1	879218	879219	21
1	879219	879221	22
1	879221	879224	20
1	879224	879225	19
1	879225	879228	18
1	879228	879229	17
1	879229	879230	16
1	879230	879232	18
1	879232	879233	19
1	879233	879234	20
1	879234	879236	19
1	879236	879240	18
1	879240	879241	17
1	879241	879246	18
1	879246	879250	17
1	879250	879253	18
1	879253	879255	17
1	879255	879256	16
1	879256	879259	15
1	879259	879266	16
1	879266	879268	17
1	879268	879270	16
1	879270	879272	17
1	879272	879274	18
1	879274	879276	19
1	879276	879277	18
1	879277	879279	21
1	879279	879280	20
1	879280	879281	21
1	879281	879282	23
1	879282	879284	24
1	879284	879290	23
1	879290	879291	22
1	879291	879293	23
1	879293	879294	24
1	879294	879295	23
1	879295	879296	24
1	879296	879297	25
1	879297	879302	27
1	879302	879305	29
1	879305	879307	27
1	879307	879308	26
1	879308	879310	25
1	879310	879312	26
1	879312	879314	27
1	879314	879315	28
1	879315	879316	29
1	879316	879317	28
1	879317	879319	29
1	879319	879320	30
1	879320	879322	31
1	879322	879324	32
1	879324	879328	34
1	879328	879331	35
1	879331	879332	36
1	879332	879333	38
1	879333	879336	40
1	879336	879337	41
1	879337	879341	42
1	879341	879343	41
1	879343	879349	43
1	879349	879352	42
1	879352	879353	40
1	879353	879355	41
1	879355	879356	40
1	879356	879358	39
1	879358	879359	40
1	879359	879361	42
1	879361	879362	43
1	879362	879363	44
1	879363	879365	45
1	879365	879367	46
1	879367	879371	49
1	879371	879372	47
1	879372	879374	45
1	879374	879375	47
1	879375	879376	46
1	879376	879378	48
1	879378	879379	49
1	879379	879380	53
1	879380	879383	55
1	879383	879385	56
1	879385	879386	55
1	879386	879387	57
1	879387	879390	59
1	879390	879391	58
1	879391	879392	59
1	879392	879393	58
1	879393	879394	59
1	879394	879395	58
1	879395	879396	59
1	879396	879397	61
1	879397	879398	60
1	879398	879401	61
1	879401	879404	62
1	879404	879407	63
1	879407	879412	62
1	879412	879413	61
1	879413	879414	63
1	879414	879415	64
1	879415	879417	66
1	879417	879418	67
1	879418	879419	66
1	879419	879421	67
1	879421	879424	68
1	879424	879427	67
1	879427	879430	68
1	879430	879432	71
1	879432	879434	72
1	879434	879435	73
1	879435	879437	74
1	879437	879439	73
1	879439	879440	72
1	879440	879443	71
1	879443	879448	73
1	879448	879449	72
1	879449	879450	70
1	879450	879451	71
1	879451	879452	70
1	879452	879453	69
1	879453	879454	68
1	879454	879455	65
1	879455	879458	64
1	879458	879460	63
1	879460	879461	64
1	879461	879465	63
1	879465	879467	62
1	879467	879469	63
1	879469	879470	62
1	879470	879471	61
1	879471	879473	59
1	879473	879474	56
1	879474	879475	55
1	879475	879476	57
1	879476	879479	56
1	879479	879480	54
1	879480	879481	52
1	879481	879483	53
1	879483	879484	52
1	879484	879486	51
1	879486	879487	50
1	879487	879488	49
1	879488	879489	47
1	879489	879490	45
1	879490	879491	44
1	879491	879494	46
1	879494	879496	45
1	879496	879499	46
1	879499	879500	45
1	879500	879502	46
1	879502	879503	44
1	879503	879504	43
1	879504	879505	42
1	879505	879506	39
1	879506	879507	37
1	879507	879508	36
1	879508	879509	35
1	879509	879515	33
1	879515	879518	32
1	879518	879520	31
1	879520	879523	29
1	879523	879525	28
1	879525	879526	27
1	879526	879529	26
1	879529	879530	25
1	879530	879532	26
1	879532	879535	27
1	879535	879536	26
1	879536	879537	24
1	879537	879541	23
1	879541	879542	22
1	879542	879548	21
1	879548	879550	20
1	879550	879556	18
1	879556	879557	17
1	879557	879559	18
1	879559	879563	17
1	879563	879566	16
1	879566	879568	14
1	879568	879571	13
1	879571	879575	11
1	879575	879577	10
1	879577	879582	9
1	879582	879585	8
1	879585	879593	7
1	879593	879601	6
1	879601	879605	5
1	879605	879607	4
1	879607	879622	3
1	879622	879632	2
1	879632	879639	1
1	879639	879902	0
1	879284	879290	23
1	879290	879291	22
1	879291	879293	23
1	879293	879294	24
1	879294	879295	23
1	879295	879296	24
1	879296	879297	25
1	879297	879302	27
1	879302	879305	29
1	879305	879307	27
1	879307	879308	26
1	879308	879310	25
1	879310	879312	26
1	879312	879314	27
1	879314	879315	28
1	879315	879316	29
1	879316	879317	28
1	879317	879319	29
1	879319	879320	30
1	879320	879322	31
1	879322	879324	32
1	879324	879328	34
1	879328	879331	35
1	879331	879332	36
1	879332	879333	38
1	879333	879336	40
1	879336	879337	41
1	879337	879341	42
1	879341	879343	41
1	879343	879349	43
1	879349	879352	42
1	879352	879353	40
1	879353	879355	41
1	879355	879356	40
1	879356	879358	39
1	879358	879359	40
1	879359	879361	42
1	879361	879362	43
1	879362	879363	44
1	879363	879365	45
1	879365	879367	46
1	879367	879371	49
1	879371	879372	47
1	879372	879374	45
1	879374	879375	47
1	879375	879376	46
1	879376	879378	48
1	879378	879379	49
1	879379	879380	53
1	879380	879383	55
1	879383	879385	56
1	879385	879386	55
1	879386	879387	57
1	879387	879390	59
1	879390	879391	58
1	879391	879392	59
1	879392	879393	58
1	879393	879394	59
1	879394	879395	58
1	879395	879396	59
1	879396	879397	61
1	879397	879398	60
1	879398	879401	61
1	879401	879404	62
1	879404	879407	63
1	879407	879412	62
1	879412	879413	61
1	879413	879414	63
1	879414	879415	64
1	879415	879417	66
1	879417	879418	67
1	879418	879419	66
1	879419	879421	67
1	879421	879424	68
1	879424	879427	67
1	879427	879430	68
1	879430	879432	71
1	879432	879434	72
1	879434	879435	73
1	879435	879437	74
1	879437	879439	73
1	879439	879440	72
1	879440	879443	71
1	879443	879448	73
1	879448	879449	72
1	879449	879450	70
1	879450	879451	71
1	879451	879452	70
1	879452	879453	69
1	879453	879454	68
1	879454	879455	65
1	879455	879458	64
1	879458	879460	63
1	879460	879461	64
1	879461	879465	63
1	879465	879467	62
1	879467	879469	63
1	879469	879470	62
1	879470	879471	61
1	879471	879473	59
1	879473	879474	56
1	879474	879475	55
1	879475	879476	57
1	879476	879479	56
1	879479	879480	54
1	879480	879481	52
1	879481	879483	53
1	879483	879484	52
1	879484	879486	51
1	879486	879487	50
1	879487	879488	49
1	879488	879489	47
1	879489	879490	45
1	879490	879491	44
1	879491	879494	46
1	879494	879496	45
1	879496	879499	46
1	879499	879500	45
1	879500	879502	46
1	879502	879503	44
1	879503	879504	43
1	879504	879505	42
1	879505	879506	39
1	879506	879507	37
1	879507	879508	36
1	879508	879509	35
1	879509	879515	33
1	879515	879518	32
1	879518	879520	31
1	879520	879523	29
1	879523	879525	28
1	879525	879526	27
1	879526	879529	26
1	879529	879530	25
1	879530	879532	26
1	879532	879535	27
1	879535	879536	26
1	879536	879537	24
1	879537	879541	23
1	879541	879542	22
1	879542	879548	21
1	879548	879550	20
1	879550	879556	18
1	879556	879557	17
1	879557	879559	18
1	879559	879563	17
1	879563	879566	16
1	879566	879568	14
1	879568	879571	13
1	879571	879575	11
1	879575	879577	10
1	879577	879582	9
1	879582	879585	8
1	879585	879593	7
1	879593	879601	6
1	879601	879605	5
1	879605	879607	4
1	879607	879622	3
1	879622	879632	2
1	879632	879639	1
1	879639	879902	0
1	879902	879930	1
1	879930	879953	2
1	879953	879968	3
1	879532	879535	27
1	879535	879536	26
1	879536	879537	24
1	879537	879541	23
1	879541	879542	22
1	879542	879548	21
1	879548	879550	20
1	879550	879556	18
1	879556	879557	17
1	879557	879559	18
1	879559	879563	17
1	879563	879566	16
1	879566	879568	14
1	879568	879571	13
1	879571	879575	11
1	879575	879577	10
1	879577	879582	9
1	879582	879585	8
1	879585	879593	7
1	879593	879601	6
1	879601	879605	5
1	879605	879607	4
1	879607	879622	3
1	879622	879632	2
1	879632	879639	1
1	879639	879902	0
1	879532	879535	27
1	879535	879536	26
1	879536	879537	24
1	879537	879541	23
1	879541	879542	22
1	879542	879548	21
1	879548	879550	20
1	879550	879556	18
1	879556	879557	17
1	879557	879559	18
1	879559	879563	17
1	879563	879566	16
1	879566	879568	14
1	879568	879571	13
1	879571	879575	11
1	879575	879577	10
1	879577	879582	9
1	879582	879585	8
1	879585	879593	7
1	879593	879601	6
1	879601	879605	5
1	879605	879607	4
1	879607	879622	3
1	879622	879632	2
1	879632	879639	1
1	879639	879902	0
1	879902	879930	1
1	879930	879953	2
1	879953	879968	3
1	1138866	1138901	1
1	1138901	1138922	2
1	1138922	1138923	3
1	1138923	1138924	5
1	1138924	1138926	6
1	1138926	1138928	7
1	1138928	1138941	8
1	1138941	1138949	7
1	1138949	1138950	9
1	1138950	1138953	10
1	1138953	1138955	11
1	1138955	1138956	12
1	1138956	1138962	13
1	1138962	1138973	14
1	1138866	1138901	1
1	1138901	1138922	2
1	1138922	1138923	3
1	1138923	1138924	5
1	1138924	1138926	6
1	1138926	1138928	7
1	1138928	1138941	8
1	1138941	1138949	7
1	1138949	1138950	9
1	1138950	1138953	10
1	1138953	1138955	11
1	1138955	1138956	12
1	1138956	1138962	13
1	1138962	1138973	14
1	1138973	1138976	15
1	1138976	1138980	14
1	1138980	1138983	15
1	1138983	1138984	16
1	1138984	1138985	17
1	1138985	1138988	18
1	1138988	1138989	19
1	1138989	1138993	20
1	1138993	1138998	21
1	1138998	1138999	19
1	1138999	1139001	18
1	1139001	1139004	17
1	1139004	1139006	18
1	1139006	1139013	19
1	1139013	1139016	20
1	1139016	1139021	21
1	1139021	1139024	22
1	1139024	1139025	23
1	1139025	1139028	22
1	1139028	1139032	21
1	1139032	1139034	22
1	1139034	1139035	23
1	1139035	1139036	24
1	1139036	1139041	26
1	1139041	1139048	27
1	1139048	1139052	26
1	1139052	1139054	25
1	1139054	1139055	26
1	1139055	1139058	25
1	1139058	1139059	24
1	1139059	1139060	22
1	1139060	1139061	21
1	1139061	1139064	22
1	1139064	1139066	23
1	1139066	1139069	22
1	1139069	1139071	23
1	1139071	1139074	22
1	1139074	1139079	23
1	1139079	1139081	24
1	1139081	1139082	23
1	1139082	1139083	24
1	1139083	1139087	25
1	1139087	1139088	24
1	1139088	1139091	23
1	1139091	1139092	22
1	1139092	1139095	23
1	1139095	1139096	25
1	1139096	1139098	24
1	1139098	1139099	25
1	1139099	1139100	24
1	1139100	1139105	25
1	1139105	1139106	24
1	1139106	1139110	25
1	1139110	1139111	24
1	1139111	1139112	23
1	1139112	1139116	22
1	1139116	1139118	21
1	1139118	1139119	23
1	1139119	1139122	24
1	1139122	1139126	25
1	1139126	1139136	27
1	1139136	1139139	26
