chromosome	start	end	depth
1	871154	871155	49
1	871155	871160	48
1	871160	871161	49
1	871161	871162	51
1	871162	871163	52
1	871163	871165	54
1	871165	871166	55
1	871166	871167	56
1	871167	871171	57
1	871171	871173	55
1	871173	871175	54
1	871175	871177	55
1	871177	871178	56
1	871178	871179	55
1	871179	871180	54
1	871180	871181	55
1	871181	871184	54
1	871184	871185	56
1	871185	871187	57
1	871187	871189	58
1	871189	871190	57
1	871190	871193	56
1	871193	871194	58
1	871194	871195	59
1	871195	871196	60
1	871196	871197	62
1	871197	871199	64
1	871199	871200	62
1	871200	871202	63
1	871202	871203	65
1	871203	871204	64
1	871204	871205	63
1	871205	871207	62
1	871207	871208	60
1	871208	871210	61
1	871210	871213	60
1	871213	871214	62
1	871214	871217	64
1	871217	871220	66
1	871220	871222	67
1	871222	871224	66
1	871224	871227	65
1	871227	871231	64
1	871231	871232	63
1	871232	871233	62
1	871233	871235	61
1	871235	871237	60
1	871237	871239	59
1	871239	871240	60
1	871240	871241	59
1	871241	871242	58
1	871242	871243	60
1	871243	871244	59
1	871244	871245	61
1	871245	871247	59
1	871247	871248	60
1	871248	871250	59
1	871250	871252	58
1	871252	871253	56
1	871253	871260	55
1	871260	871262	53
1	871262	871263	52
1	871263	871264	51
1	871264	871268	50
1	871268	871269	49
1	871269	871270	48
1	871270	871271	46
1	871271	871272	45
1	871272	871274	43
1	871274	871275	45
1	871275	871278	44
1	874418	874422	45
1	874422	874424	44
1	874424	874427	45
1	874427	874429	46
1	874429	874433	47
1	874433	874434	49
1	874434	874436	50
1	874436	874437	52
1	874437	874438	53
1	874438	874439	54
1	874439	874440	53
1	874440	874441	54
1	874441	874443	53
1	874443	874444	52
1	874444	874445	51
1	874445	874446	52
1	874446	874449	53
1	874449	874451	55
1	874451	874452	56
1	874452	874454	55
1	874454	874459	56
1	874459	874461	57
1	874461	874463	56
1	874463	874470	55
1	874470	874473	57
1	874473	874475	59
1	874475	874476	58
1	874476	874477	57
1	874477	874478	56
1	874478	874479	55
1	874479	874480	56
1	874480	874481	55
1	874481	874483	56
1	874483	874487	53
1	874487	874488	52
1	874488	874489	53
1	874489	874491	51
1	874491	874493	52
1	874493	874497	50
1	874497	874498	49
1	874498	874499	48
1	874499	874500	47
1	874500	874501	48
1	874501	874502	49
1	874502	874507	48
1	874507	874509	47
1	874509	874510	45
1	874654	874655	32
1	874655	874659	30
1	874659	874661	27
1	874661	874662	28
1	874662	874663	29
1	874663	874669	30
1	874669	874670	29
1	874670	874672	31
1	874654	874655	32
1	874655	874659	30
1	874659	874661	27
1	874661	874662	28
1	874662	874663	29
1	874663	874669	30
1	874669	874670	29
1	874670	874672	31
1	874672	874673	30
1	874673	874674	31
1	874674	874675	32
1	874675	874679	33
1	874679	874680	30
1	874680	874682	31
1	874682	874683	32
1	874683	874684	33
1	874684	874685	34
1	874685	874687	35
1	874687	874688	37
1	874688	874693	35
1	874693	874698	36
1	874698	874703	37
1	874703	874707	36
1	874707	874708	37
1	874708	874711	38
1	874711	874712	40
1	874712	874715	41
1	874715	874717	40
1	874717	874719	41
1	874719	874720	42
1	874720	874724	40
1	874724	874725	39
1	874725	874727	38
1	874727	874733	37
1	874733	874735	38
1	874735	874736	39
1	874736	874738	38
1	874738	874741	37
1	874741	874745	38
1	874745	874748	37
1	874748	874750	36
1	874750	874751	35
1	874751	874754	34
1	874754	874755	33
1	874755	874760	32
1	874760	874762	31
1	874762	874764	28
1	874764	874767	29
1	874767	874768	28
1	874768	874773	27
1	874773	874779	26
1	874779	874782	27
1	874782	874783	26
1	874783	874786	25
1	874786	874787	22
1	874787	874792	21
1	874792	874794	19
1	874654	874655	32
1	874655	874659	30
1	874659	874661	27
1	874661	874662	28
1	874662	874663	29
1	874663	874669	30
1	874669	874670	29
1	874670	874672	31
1	874672	874673	30
1	874673	874674	31
1	874674	874675	32
1	874675	874679	33
1	874679	874680	30
1	874680	874682	31
1	874682	874683	32
1	874683	874684	33
1	874684	874685	34
1	874685	874687	35
1	874687	874688	37
1	874688	874693	35
1	874693	874698	36
1	874698	874703	37
1	874703	874707	36
1	874707	874708	37
1	874708	874711	38
1	874711	874712	40
1	874712	874715	41
1	874715	874717	40
1	874717	874719	41
1	874719	874720	42
1	874720	874724	40
1	874724	874725	39
1	874725	874727	38
1	874727	874733	37
1	874733	874735	38
1	874735	874736	39
1	874736	874738	38
1	874738	874741	37
1	874741	874745	38
1	874745	874748	37
1	874748	874750	36
1	874750	874751	35
1	874751	874754	34
1	874754	874755	33
1	874755	874760	32
1	874760	874762	31
1	874762	874764	28
1	874764	874767	29
1	874767	874768	28
1	874768	874773	27
1	874773	874779	26
1	874779	874782	27
1	874782	874783	26
1	874783	874786	25
1	874786	874787	22
1	874787	874792	21
1	874792	874794	19
1	874794	874797	17
1	874797	874798	18
1	874798	874801	19
1	874801	874803	18
1	874803	874808	17
1	874808	874810	15
1	874810	874815	13
1	874815	874816	14
1	874816	874818	13
1	874818	874824	14
1	874824	874834	13
1	874834	874837	12
1	874837	874839	11
1	874839	874842	10
1	874906	875973	0
1	876515	876525	24
1	876525	876526	23
1	876526	876527	24
1	876527	876528	25
1	876528	876531	27
1	876531	876534	26
1	876534	876535	27
1	876535	876540	28
1	876540	876544	29
1	876544	876545	30
1	876545	876553	29
1	876553	876560	28
1	876560	876563	27
1	876563	876565	26
1	876565	876570	27
1	876570	876574	28
1	876574	876575	27
1	876575	876576	28
1	876576	876578	27
1	876578	876579	23
1	876579	876580	22
1	876580	876581	24
1	876581	876582	23
1	876582	876583	22
1	876583	876584	21
1	876584	876585	22
1	876585	876589	23
1	876589	876592	22
1	876592	876594	23
1	876594	876597	22
1	876597	876601	23
1	876601	876602	22
1	876602	876603	21
1	876603	876609	20
1	876609	876610	19
1	876610	876615	18
1	876615	876619	16
1	876619	876624	17
1	876624	876625	18
1	876625	876626	19
1	876626	876628	21
1	876628	876630	20
1	876630	876632	19
1	876632	876634	18
1	876634	876638	19
1	876638	876643	18
1	876643	876645	19
1	876645	876649	18
1	876649	876650	17
1	876650	876654	16
1	876654	876655	15
1	876655	876660	14
1	876660	876664	13
1	876664	876667	12
1	876667	876689	11
1	877515	877532	14
1	877532	877540	13
1	877540	877543	12
1	877543	877557	11
1	877515	877532	14
1	877532	877540	13
1	877540	877543	12
1	877543	877557	11
1	877557	877558	13
1	877558	877561	12
1	877561	877567	13
1	877567	877575	12
1	877575	877576	10
1	877576	877580	11
1	877580	877584	12
1	877584	877587	11
1	877587	877588	10
1	877588	877590	11
1	877590	877595	10
1	877595	877601	11
1	877601	877604	13
1	877604	877606	12
1	877606	877612	11
1	877612	877616	10
1	877616	877618	11
1	877618	877622	12
1	877622	877632	13
1	877788	877790	23
1	877790	877791	22
1	877791	877795	23
1	877795	877797	24
1	877797	877798	25
1	877798	877800	26
1	877800	877814	27
1	877814	877815	26
1	877815	877818	25
1	877818	877822	23
1	877822	877823	22
1	877823	877824	21
1	877824	877829	20
1	877829	877830	19
1	877830	877834	18
1	877834	877836	17
1	877836	877840	18
1	877840	877846	17
1	877846	877851	16
1	877851	877854	17
1	877854	877859	16
1	877859	877860	17
1	877860	877869	16
1	877938	877941	3
1	877941	877955	2
1	877955	877981	3
1	877981	878004	4
1	878004	878007	5
1	878007	878014	4
1	878014	878034	5
1	878034	878056	6
1	878056	878065	5
1	878065	878073	6
1	878073	878077	7
1	878077	878085	8
1	878085	878088	9
1	878088	878089	8
1	878089	878090	7
1	878090	878092	8
1	878092	878096	9
1	878096	878102	10
1	878102	878106	11
1	878106	878110	13
1	878110	878112	14
1	878112	878129	15
1	878129	878132	16
1	878132	878133	17
1	878133	878136	16
1	878136	878137	15
1	878137	878140	16
1	878140	878149	15
1	878149	878151	16
1	878151	878158	17
1	878158	878160	18
1	878160	878167	17
1	878167	878169	16
1	878169	878171	17
1	878171	878173	15
1	878173	878174	16
1	878174	878177	17
1	878177	878181	16
1	878181	878182	15
1	878182	878184	16
1	878184	878187	15
1	878187	878189	17
1	878189	878190	18
1	878190	878196	19
1	878196	878197	20
1	878197	878204	21
1	878204	878206	20
1	878206	878207	21
1	878207	878208	20
1	878208	878209	21
1	878209	878214	22
1	878214	878230	25
1	878230	878231	26
1	878231	878233	28
1	878233	878240	27
1	878240	878244	26
1	878244	878248	25
1	878248	878249	24
1	878249	878253	23
1	878253	878254	22
1	878254	878260	21
1	878260	878262	22
1	878262	878265	19
1	878265	878270	18
1	878270	878271	17
1	878271	878272	16
1	878272	878278	15
1	878278	878281	16
1	878281	878283	17
1	878283	878284	16
1	878284	878287	15
1	878287	878289	14
1	878289	878291	12
1	878291	878295	14
1	878295	878298	15
1	878298	878305	16
1	878305	878306	15
1	878306	878317	13
1	878317	878320	12
1	878320	878321	11
1	878321	878324	10
1	878324	878325	9
1	878325	878335	10
1	878335	878338	9
1	878338	878339	10
1	878339	878351	8
1	878351	878353	9
1	878353	878356	8
1	878356	878366	7
1	878366	878370	5
1	878370	878373	4
1	878373	878400	3
1	878400	878413	2
1	878413	878426	1
1	878426	878498	0
1	878631	878638	39
1	878638	878641	38
1	878641	878644	40
1	878644	878647	41
1	878647	878649	40
1	878649	878653	41
1	878653	878655	43
1	878655	878657	42
1	878657	878660	43
1	878660	878662	42
1	878662	878663	43
1	878663	878665	42
1	878665	878668	40
1	878668	878671	39
1	878671	878672	38
1	878672	878673	40
1	878673	878674	39
1	878674	878676	38
1	878676	878677	37
1	878677	878678	38
1	878678	878679	39
1	878679	878682	38
1	878682	878683	35
1	878683	878684	33
1	878684	878688	34
1	878688	878695	36
1	878695	878697	35
1	878697	878700	36
1	878700	878701	34
1	878701	878703	33
1	878703	878706	32
1	878706	878708	31
1	878708	878714	34
1	878714	878716	33
1	878716	878719	32
1	878719	878720	31
1	878720	878724	30
1	878724	878728	28
1	878728	878732	27
1	878732	878735	25
1	878735	878736	24
1	878736	878737	23
1	878737	878744	22
1	878744	878747	23
1	878747	878748	22
1	878748	878750	20
1	878750	878752	19
1	878752	878753	17
1	878753	878758	15
1	879077	879079	21
1	879079	879084	23
1	879084	879090	24
1	879090	879092	26
1	879092	879094	24
1	879094	879096	25
1	879096	879098	26
1	879098	879099	27
1	879099	879100	28
1	879100	879101	29
1	879101	879102	30
1	879102	879107	31
1	879107	879110	32
1	879110	879112	33
1	879112	879113	32
1	879113	879115	33
1	879115	879117	34
1	879117	879118	35
1	879118	879121	36
1	879121	879122	35
1	879122	879125	37
1	879125	879127	38
1	879127	879128	39
1	879128	879129	38
1	879129	879130	37
1	879130	879133	38
1	879133	879134	37
1	879134	879135	38
1	879135	879136	37
1	879136	879141	38
1	879141	879142	39
1	879142	879145	40
1	879145	879149	41
1	879149	879151	40
1	879151	879153	38
1	879153	879154	39
1	879154	879158	38
1	879158	879159	39
1	879159	879160	38
1	879160	879162	39
1	879162	879164	41
1	879164	879173	40
1	879173	879174	39
1	879174	879175	40
1	879175	879177	41
1	879177	879180	40
1	879180	879181	39
1	879181	879184	40
1	879184	879185	41
1	879185	879186	39
1	879186	879187	41
1	879187	879188	40
1	879188	879190	38
1	879077	879079	21
1	879079	879084	23
1	879084	879090	24
1	879090	879092	26
1	879092	879094	24
1	879094	879096	25
1	879096	879098	26
1	879098	879099	27
1	879099	879100	28
1	879100	879101	29
1	879101	879102	30
1	879102	879107	31
1	879107	879110	32
1	879110	879112	33
1	879112	879113	32
1	879113	879115	33
1	879115	879117	34
1	879117	879118	35
1	879118	879121	36
1	879121	879122	35
1	879122	879125	37
1	879125	879127	38
1	879127	879128	39
1	879128	879129	38
1	879129	879130	37
1	879130	879133	38
1	879133	879134	37
1	879134	879135	38
1	879135	879136	37
1	879136	879141	38
1	879141	879142	39
1	879142	879145	40
1	879145	879149	41
1	879149	879151	40
1	879151	879153	38
1	879153	879154	39
1	879154	879158	38
1	879158	879159	39
1	879159	879160	38
1	879160	879162	39
1	879162	879164	41
1	879164	879173	40
1	879173	879174	39
1	879174	879175	40
1	879175	879177	41
1	879177	879180	40
1	879180	879181	39
1	879181	879184	40
1	879184	879185	41
1	879185	879186	39
1	879186	879187	41
1	879187	879188	40
1	879188	879190	38
1	879190	879193	37
1	879193	879197	36
1	879197	879198	35
1	879198	879199	34
1	879199	879200	33
1	879200	879202	32
1	879202	879203	31
1	879203	879205	30
1	879205	879209	29
1	879209	879210	28
1	879210	879211	29
1	879211	879214	28
1	879214	879216	29
1	879216	879217	27
1	879217	879219	26
1	879219	879220	27
1	879220	879221	26
1	879221	879224	27
1	879224	879228	28
1	879228	879231	27
1	879231	879232	28
1	879232	879233	27
1	879233	879235	26
1	879235	879237	25
1	879237	879239	24
1	879239	879241	23
1	879241	879243	22
1	879243	879247	23
1	879247	879249	24
1	879249	879250	22
1	879250	879251	21
1	879251	879252	20
1	879252	879253	21
1	879253	879255	22
1	879255	879256	21
1	879256	879257	20
1	879257	879259	21
1	879259	879261	20
1	879261	879263	19
1	879263	879270	20
1	879270	879272	19
1	879272	879273	20
1	879273	879275	21
1	879275	879281	20
1	879281	879284	21
1	879284	879285	23
1	879285	879289	22
1	879289	879290	20
1	879290	879291	19
1	879291	879295	20
1	879295	879296	19
1	879296	879299	18
1	879299	879300	20
1	879300	879301	21
1	879301	879304	22
1	879304	879305	21
1	879305	879307	22
1	879307	879310	24
1	879310	879312	23
1	879312	879315	24
1	879315	879317	25
1	879317	879318	24
1	879318	879320	23
1	879320	879321	25
1	879321	879323	26
1	879323	879326	27
1	879326	879327	28
1	879327	879328	27
1	879328	879329	30
1	879329	879330	32
1	879330	879331	33
1	879331	879332	35
1	879332	879333	34
1	879333	879334	35
1	879334	879336	37
1	879336	879338	40
1	879338	879339	39
1	879339	879340	40
1	879340	879343	41
1	879343	879344	42
1	879344	879347	44
1	879347	879350	43
1	879350	879352	45
1	879352	879354	46
1	879354	879362	47
1	879362	879364	48
1	879364	879365	49
1	879365	879366	50
1	879366	879367	51
1	879367	879369	52
1	879369	879370	53
1	879370	879372	54
1	879372	879374	55
1	879374	879377	54
1	879377	879379	57
1	879379	879380	58
1	879380	879381	57
1	879381	879382	56
1	879382	879383	54
1	879383	879384	55
1	879384	879386	56
1	879386	879388	57
1	879388	879390	58
1	879390	879391	57
1	879391	879394	58
1	879394	879395	59
1	879395	879398	60
1	879398	879399	61
1	879399	879400	62
1	879400	879403	64
1	879403	879404	61
1	879404	879405	59
1	879405	879406	58
1	879406	879407	56
1	879407	879408	57
1	879408	879409	56
1	879409	879410	57
1	879410	879411	58
1	879411	879412	57
1	879412	879413	60
1	879413	879415	61
1	879415	879418	62
1	879418	879419	63
1	879419	879420	61
1	879420	879421	62
1	879421	879425	63
1	879425	879427	60
1	879427	879429	61
1	879429	879430	60
1	879430	879431	61
1	879431	879432	63
1	879432	879433	64
1	879433	879437	65
1	879437	879441	64
1	879441	879442	63
1	879442	879444	62
1	879444	879445	61
1	879445	879451	60
1	879451	879452	62
1	879452	879453	60
1	879453	879454	61
1	879454	879455	59
1	879455	879456	61
1	879456	879458	63
1	879458	879459	62
1	879459	879461	61
1	879461	879462	59
1	879462	879463	58
1	879463	879469	59
1	879469	879470	60
1	879470	879472	61
1	879472	879473	59
1	879473	879474	58
1	879474	879475	59
1	879475	879476	58
1	879476	879477	56
1	879477	879480	57
1	879480	879481	55
1	879481	879482	54
1	879482	879485	53
1	879485	879487	52
1	879487	879488	49
1	879488	879490	48
1	879490	879493	46
1	879493	879495	45
1	879495	879499	44
1	879499	879500	45
1	879500	879501	44
1	879501	879502	45
1	879502	879503	43
1	879503	879505	44
1	879505	879506	43
1	879506	879507	40
1	879507	879509	38
1	879509	879513	36
1	879513	879514	37
1	879514	879515	36
1	879515	879517	35
1	879517	879520	36
1	879520	879521	34
1	879521	879522	33
1	879522	879525	32
1	879525	879526	31
1	879526	879528	30
1	879528	879530	28
1	879530	879531	26
1	879531	879532	24
1	879532	879534	25
1	879534	879535	24
1	879535	879537	23
1	879537	879538	24
1	879538	879539	21
1	879539	879540	22
1	879540	879541	23
1	879541	879544	22
1	879544	879546	21
1	879546	879547	22
1	879547	879549	21
1	879549	879552	19
1	879552	879553	18
1	879553	879556	17
1	879556	879557	16
1	879557	879559	17
1	879559	879567	16
1	879567	879571	17
1	879571	879574	16
1	879574	879576	15
1	879576	879587	14
1	879587	879588	12
1	879588	879592	10
1	879592	879601	9
1	879601	879607	10
1	879607	879612	9
1	879612	879614	8
1	879614	879615	7
1	879615	879617	6
1	879617	879621	5
1	879621	879632	4
1	879632	879642	3
1	879285	879289	22
1	879289	879290	20
1	879290	879291	19
1	879291	879295	20
1	879295	879296	19
1	879296	879299	18
1	879299	879300	20
1	879300	879301	21
1	879301	879304	22
1	879304	879305	21
1	879305	879307	22
1	879307	879310	24
1	879310	879312	23
1	879312	879315	24
1	879315	879317	25
1	879317	879318	24
1	879318	879320	23
1	879320	879321	25
1	879321	879323	26
1	879323	879326	27
1	879326	879327	28
1	879327	879328	27
1	879328	879329	30
1	879329	879330	32
1	879330	879331	33
1	879331	879332	35
1	879332	879333	34
1	879333	879334	35
1	879334	879336	37
1	879336	879338	40
1	879338	879339	39
1	879339	879340	40
1	879340	879343	41
1	879343	879344	42
1	879344	879347	44
1	879347	879350	43
1	879350	879352	45
1	879352	879354	46
1	879354	879362	47
1	879362	879364	48
1	879364	879365	49
1	879365	879366	50
1	879366	879367	51
1	879367	879369	52
1	879369	879370	53
1	879370	879372	54
1	879372	879374	55
1	879374	879377	54
1	879377	879379	57
1	879379	879380	58
1	879380	879381	57
1	879381	879382	56
1	879382	879383	54
1	879383	879384	55
1	879384	879386	56
1	879386	879388	57
1	879388	879390	58
1	879390	879391	57
1	879391	879394	58
1	879394	879395	59
1	879395	879398	60
1	879398	879399	61
1	879399	879400	62
1	879400	879403	64
1	879403	879404	61
1	879404	879405	59
1	879405	879406	58
1	879406	879407	56
1	879407	879408	57
1	879408	879409	56
1	879409	879410	57
1	879410	879411	58
1	879411	879412	57
1	879412	879413	60
1	879413	879415	61
1	879415	879418	62
1	879418	879419	63
1	879419	879420	61
1	879420	879421	62
1	879421	879425	63
1	879425	879427	60
1	879427	879429	61
1	879429	879430	60
1	879430	879431	61
1	879431	879432	63
1	879432	879433	64
1	879433	879437	65
1	879437	879441	64
1	879441	879442	63
1	879442	879444	62
1	879444	879445	61
1	879445	879451	60
1	879451	879452	62
1	879452	879453	60
1	879453	879454	61
1	879454	879455	59
1	879455	879456	61
1	879456	879458	63
1	879458	879459	62
1	879459	879461	61
1	879461	879462	59
1	879462	879463	58
1	879463	879469	59
1	879469	879470	60
1	879470	879472	61
1	879472	879473	59
1	879473	879474	58
1	879474	879475	59
1	879475	879476	58
1	879476	879477	56
1	879477	879480	57
1	879480	879481	55
1	879481	879482	54
1	879482	879485	53
1	879485	879487	52
1	879487	879488	49
1	879488	879490	48
1	879490	879493	46
1	879493	879495	45
1	879495	879499	44
1	879499	879500	45
1	879500	879501	44
1	879501	879502	45
1	879502	879503	43
1	879503	879505	44
1	879505	879506	43
1	879506	879507	40
1	879507	879509	38
1	879509	879513	36
1	879513	879514	37
1	879514	879515	36
1	879515	879517	35
1	879517	879520	36
1	879520	879521	34
1	879521	879522	33
1	879522	879525	32
1	879525	879526	31
1	879526	879528	30
1	879528	879530	28
1	879530	879531	26
1	879531	879532	24
1	879532	879534	25
1	879534	879535	24
1	879535	879537	23
1	879537	879538	24
1	879538	879539	21
1	879539	879540	22
1	879540	879541	23
1	879541	879544	22
1	879544	879546	21
1	879546	879547	22
1	879547	879549	21
1	879549	879552	19
1	879552	879553	18
1	879553	879556	17
1	879556	879557	16
1	879557	879559	17
1	879559	879567	16
1	879567	879571	17
1	879571	879574	16
1	879574	879576	15
1	879576	879587	14
1	879587	879588	12
1	879588	879592	10
1	879592	879601	9
1	879601	879607	10
1	879607	879612	9
1	879612	879614	8
1	879614	879615	7
1	879615	879617	6
1	879617	879621	5
1	879621	879632	4
1	879632	879642	3
1	879642	879653	2
1	879653	879676	1
1	879676	879935	0
1	879935	879936	1
1	879936	879944	2
1	879944	879952	3
1	879952	879975	4
1	879532	879534	25
1	879534	879535	24
1	879535	879537	23
1	879537	879538	24
1	879538	879539	21
1	879539	879540	22
1	879540	879541	23
1	879541	879544	22
1	879544	879546	21
1	879546	879547	22
1	879547	879549	21
1	879549	879552	19
1	879552	879553	18
1	879553	879556	17
1	879556	879557	16
1	879557	879559	17
1	879559	879567	16
1	879567	879571	17
1	879571	879574	16
1	879574	879576	15
1	879576	879587	14
1	879587	879588	12
1	879588	879592	10
1	879592	879601	9
1	879601	879607	10
1	879607	879612	9
1	879612	879614	8
1	879614	879615	7
1	879615	879617	6
1	879617	879621	5
1	879621	879632	4
1	879632	879642	3
1	879532	879534	25
1	879534	879535	24
1	879535	879537	23
1	879537	879538	24
1	879538	879539	21
1	879539	879540	22
1	879540	879541	23
1	879541	879544	22
1	879544	879546	21
1	879546	879547	22
1	879547	879549	21
1	879549	879552	19
1	879552	879553	18
1	879553	879556	17
1	879556	879557	16
1	879557	879559	17
1	879559	879567	16
1	879567	879571	17
1	879571	879574	16
1	879574	879576	15
1	879576	879587	14
1	879587	879588	12
1	879588	879592	10
1	879592	879601	9
1	879601	879607	10
1	879607	879612	9
1	879612	879614	8
1	879614	879615	7
1	879615	879617	6
1	879617	879621	5
1	879621	879632	4
1	879632	879642	3
1	879642	879653	2
1	879653	879676	1
1	879676	879935	0
1	879935	879936	1
1	879936	879944	2
1	879944	879952	3
1	879952	879975	4
1	1138880	1138911	3
1	1138911	1138920	4
1	1138920	1138926	6
1	1138926	1138928	8
1	1138928	1138940	7
1	1138940	1138955	6
1	1138955	1138964	5
1	1138964	1138966	7
1	1138966	1138967	8
1	1138967	1138968	9
1	1138968	1138970	10
1	1138970	1138983	11
1	1138880	1138911	3
1	1138911	1138920	4
1	1138920	1138926	6
1	1138926	1138928	8
1	1138928	1138940	7
1	1138940	1138955	6
1	1138955	1138964	5
1	1138964	1138966	7
1	1138966	1138967	8
1	1138967	1138968	9
1	1138968	1138970	10
1	1138970	1138983	11
1	1138983	1138985	12
1	1138985	1138986	13
1	1138986	1138987	12
1	1138987	1138988	14
1	1138988	1138989	15
1	1138989	1139006	16
1	1139006	1139007	17
1	1139007	1139009	18
1	1139009	1139012	19
1	1139012	1139015	20
1	1139015	1139018	21
1	1139018	1139019	22
1	1139019	1139020	23
1	1139020	1139022	24
1	1139022	1139023	25
1	1139023	1139029	26
1	1139029	1139034	27
1	1139034	1139041	28
